"Cannot get the order instance.","Kan bestellings instantie niet verkrijgen."
"Cannot register an existing credit memo.","Kan een bestaande creditnota niet registreren."
"Cannot register existing invoice","Kan bestaande factuur niet registreren"
"Cannot register existing shipment","Kan bestaande zending niet registreren"
"Capture","Opname"
"Capture Amount","Opname Bedrag"
"Capture Offline","Opname Offline"
"Capture Online","Opname Online"
"Capture invoice","Opname factuur"
"Captured amount of %s online.","Opgenomen bedrag van %s online."
"Capturing amount of %s is pending approval on gateway.","Opname bedrag van %s is in afwachting van goedkeuring op de gateway."
"Carrier","Vervoerder"
"Carrier/Method","Vervoerder/Methode"
"Change status, add comments","Status wijzigen, opmerkingen toevoegen"
"Checkout Totals Sort Order","Afrekenen Totalen Sorteervolgorde"
"Click to change shipping method","Klik om verzendmethode te veranderen"
"Close","Sluiten"
"Closed","Gesloten"
"Comma-separated.","Komma-gescheiden."
"Comment","Commentaar"
"Comment Text","Commentaar Tekst"
"Comments","Reacties"
"Comments History","Reacties Geschiedenis"
"Complete","Afgehandeld"
"Country","Land"
"Coupons","Coupons"
"Create","Maak"
"Create New Customer","Nieuwe Klant aanmaken"
"Create New Order","Nieuwe Bestelling aanmaken"
"Create New Order for %s","Nieuwe titel voor %s aanmaken"
"Create New Order for %s in %s","Nieuwe titel voor %s in %s aanmaken"
"Create New Order for New Customer","Nieuwe bestelling voor een nieuwe klant aanmaken"
"Create New Order for New Customer in %s","Nieuwe Bestelling voor nieuwe klant in %s aanmaken"
"Create Shipment","Zending maken"
"Create new invoice for order","Maak een nieuwe factuur aan voor de bestelling"
"Create new shipment for order","Maak een nieuwe zending aan voor orde"
"Create...","Maak ..."
"Created At","Gemaakt op"
"Created billing agreement #%s.","Facturering overeenkomst #%s gemaakt."
"Created:","Gemaakt op:"
"Credit Memo","Creditnota"
"Credit Memo #","Creditnota #"
"Credit Memo #","Creditnota #"
"Credit Memo #%1$s | %3$s | %2$s (%4$s)","Creditnota #%1$s|%3$s|%2$s (%4$s)"
"Credit Memo Comment Email Sender","Creditnota Reactie E-mail afzender"
"Credit Memo Comment Email Template","Creditnota Reactie E-mail Template"
"Credit Memo Comment Email Template for Guest","Creditnota Reactie E-mail Template voor Gast"
"Credit Memo Comments","Creditnota Reacties"
"Credit Memo Email Sender","Creditnota Email Sender"
"Credit Memo Email Template","Creditnota E-mail Template"
"Credit Memo Email Template for Guest","Creditnota E-mail Template voor Gast"
"Credit Memo Update","Creditnota Update"
"Credit Memo Update for Guest","Creditnota Update voor Gast"
"Credit Memos","Creditnota's"
"Creditmemo","Creditnota"
"Custom Options","Aangepaste Opties"
"Custom Price","Aangepaste Prijs"
"Custom Value","Aangepast Waarde"
"Customer","Klant"
"Customer Can Define Start Date","Klant kan Definieer Startdatum"
"Customer Email","Klant E-mail"
"Customer Group","Klantgroep"
"Customer Last Name","Klant Achternaam"
"Customer My Account Order Creditmemo View","Klant Mijn Account Bestelling Creditnota View"
"Customer My Account Order History","Klant Mijn Account Bestel Geschiedenis"
"Customer My Account Order Invoice View","Klant Mijn Account Bestelling Factuur View"
"Customer My Account Order Shipment View","Klant Mijn Account Bestelling Zending View"
"Customer My Account Order View","Klant Mijn Account Bestelling View"
"Customer Name","Naam van de klant"
"Customer\'s Current Activities","Klant's huidige activiteiten"
"Date","Datum"
"Date Shipped","Datum Verzonden"
"Date of Birth","Geboortedatum"
"Default logo, will be used in PDF and HTML documents.<br />(jpeg, tiff, png)","Standaard logo zal gebruikt worden in PDF-en HTML-documenten. <br/> (Jpeg, tiff, png)"
"Delete","Verwijderen"
"Denied the payment online.","Betaling online geweigerd."
"Deny Payment","Betaling Weigeren"
"Description Message","Omschrijving bericht"
"Discount","Korting"
"Discount (%s)","%s"
"Discount Amount","Korting Bedrag"
"Display Order ID in Header","Toon Order id in Header"
"Edit","Aanpassen"
"Edit Gift Messsage","Geschenk bericht aanpassen"
"Edit Order","Bestelling aanpassen"
"Edit Order #%s","Bestelling #%s aanpassen"
"Email","E-mail"
"Email Copy of Credit Memo","E-mail Kopie van creditnota"
"Email Copy of Invoice","E-mail Kopie van Factuur"
"Email Copy of Shipment","E-mail Kopie van Zending"
"Email Order Confirmation","E-mail Bestellingsbevestiging"
"Enable","Inschakelen"
"Enabled","Ingeschakeld"
"Error to Show in Shopping Cart","Fout om in winkelwagen te tonen"
"Excel","Excel"
"Excl. Tax","Excl. BTW"
"Expired","Verlopen"
"Failed to cancel the billing agreement.","Mislukt om de factureringsovereenkomst te ontbinden."
"Failed to create billing agreement for this order.","Mislukt om de factureringsovereenkomst voor deze bestelling aan te maken."
"Failed to finish billing agreement wizard.","Mislukt om de factureringsovereenkomst wizard te voltooien."
"Failed to send the order email.","Mislukt om de bestelling e-mail te sturen."
"Failed to start billing agreement wizard.","Mislukt om de factureringsovereenkomst wizard te starten."
"Failed to update the payment.","Mislukt om de betaling bij te werken."
"Failed to update the profile.","Mislukt om het profiel bij te werken."
"Failed to void the payment.","Mislukt om de betaling nietig te verklaren."
"Fetch","Ophalen"
"From","Van"
"From Name","Van Naam"
"From:","Van:"
"G.T. (Base)","G.T. (Basis)"
"G.T. (Purchased)","G.T. (Gekocht)"
"General Information","Algemene informatie"
"Get Payment Update","Ontvang Betaling Update"
"Get Update","Ontvang update"
"Get shipping methods and rates","Ontvang verzendkosten methoden en tarieven"
"Gift","Geschenk"
"Gift Message","Geschenk Bericht"
"Gift Message for This Order","Geschenk Bericht voor deze bestelling"
"Gift Message for the Entire Order","Geschenk Bericht voor de gehele bestelling"
"Gift Message for this Order","Geschenk Bericht voor deze bestelling"
"Grand Total","Totaal"
"Grand Total to be Charged","Totaal te verrekenen"
"Guest","Gast"
"Hold","Houd vast"
"Hold action is not available.","Houd vast actie is niet beschikbaar."
"Hold order","Houd bestelling vast"
"ID","ID"
"ID #","ID #"
"If empty, the default description above will be used.","Indien leeg, dan zal de standaard beschrijving hierboven worden gebruikt."
"If empty, the default error above will be used.","Indien leeg, dan zal de standaard foutmelding hierboven worden gebruikt."
"If the invoice was created offline, try creating an offline creditmemo.","Indien de factuur offline werd aangemaakt, probeer het creëren van een offline creditmemo."
"Incl. Tax","Incl. BTW"
"Information","Informatie"
"Initial Fee","Initiële Fee"
"Initial Fees","Initiële kosten '
"Initial period payment","Initiële periodieke betaling"
"Invalid block: %s.","Ongeldig blok: %s."
"Invalid carrier specified.","Ongeldige koerier opgegeven."
"Invalid draw line data. Please define"lines" array.","Ongeldig te trekken lijn data. Gelieve de"lijnen" array te definieren."
"Invalid item option format.","Ongeldige optie artikel formaat."
"Invalid qty to invoice item "%s"","Ongeldig aantal naar de factuur voor artikel "%s""
"Invalid qty to refund item "%s"","Ongeldig aantal op restitutie voor artikel "%s""
"Invalid qty to ship for item "%s"","Ongeldig aantal om te verzenden voor het artikel "%s""
"Invalid renderer model","Ongeldige renderer model"
"Invalid request for adding product to quote.","Ongeldig verzoek voor het toevoegen van product aan citaat"
"Invoice","Factuur"
"Invoice #","Factuur #"
"Invoice #","Factuur #"
"Invoice #%1$s | %2$s | %4$s (%3$s)","Factuur #%1$s |%2$s |%4$s (%3$s)"
"Invoice #%s","Factuur #%s"
"Invoice Comment Email Sender","Factuur Reactie E-mail Afzener"
"Invoice Comment Email Template","Factuur Reactie Email Template"
"Invoice Comment Email Template for Guest","Factuur Reactie Email Template voor Gast"
"Invoice Comments","Factuur Reacties"
"Invoice Date","Factuurdatum"
"Invoice Email Sender","Factuur Email Afzender"
"Invoice Email Template","Factuur E-mail Template"
"Invoice Email Template for Guest","Factuur E-mail Template voor Guest"
"Invoice Update","Factuur Update"
"Invoice Update for Guest","Factuur Update voor Gast"
"Invoice and Packing Slip Design","Factuur en pakbon Ontwerp"
"Invoice and Ship","Factuur en Verzend"
"Invoice canceling problem.","Probleem met annulerings factuur."
"Invoice cannot be canceled.","Factuur niet kan worden geannuleerd."
"Invoice cannot be captured.","Factuur niet kan worden gevangen."
"Invoice cannot be voided.","Factuur kan niet ongeldig worden verklaard."
"Invoice capturing problem.","Factuur vastleggen probleem."
"Invoice void problem","Factuur nietig verklaren probleem"
"Invoice will be created without communication with payment gateway.","Factuur zal worden aangemaakt zonder communicatie met payment gateway."
"Invoiced","Gefactureerd"
"Invoices","Facturen"
"Is Closed","Is gesloten"
"Item","Artikel"
"Item Status","Artikel Status"
"Item object is not specified.","Artikel is niet gespecificeerd."
"Item options declaration error.","Fout met gewenste artikel opties."
"Item ordered qty","Aantal bestelde artikelen"
"Item qty declaration error.","Fout met gewenst aantal."
"Items","Artikelen"
"Items Invoiced","Gefactureerde Artikelen"
"Items Ordered","Bestelde Artikelen"
"Items Refunded","Terugbetaalde Artikelen"
"Items Shipped","Verzonden artikelen"
"Items maximum quantity or price do not allow checkout.","Maximale hoeveelheid artikelen of de prijs maakt afrekenen niet mogelijk."
"Items options declaration error.","Artikelen opties aangifte fout."
"Items to Refund","Artikelen om terug te betalen"
"Items to Ship","Artikelen om te verzenden"
"Key","Sleutel"
"Last Ordered Items","Laatst bestelde artikelen"
"Link to the New Order","Link naar de Nieuwe Bestelling"
"Link to the Previous Order","Link naar de Vorige Bestelling"
"Logo for HTML Print View","Logo voor HTML Afdruk View"
"Logo for HTML documents only. If empty, default will be used.<br />(jpeg, gif, png)","Logo voor HTML-documenten. Indien leeg, zal standaard worden gebruikt. <br/>(Jpeg, gif, png)"
"Logo for PDF Print-outs (200x50)","Logo voor PDF Afdrukken (200x50)"
"Manage","Beheren"
"Maximum shipping amount allowed to refund is: %s","Maximaal verzendkosten bedrag, dat terugbetaald mag worden is: %s"
"Message","Bericht"
"Message:","Bericht:"
"Minimum Amount","Minimum Bedrag"
"Minimum Order Amount","Minimum Bestel bedrag"
"Mixed","Gemengd"
"Move to Shopping Cart","Verplaats naar winkelwagen"
"Move to Wishlist","Verplaats naar verlanglijst"
"Multi-address Description Message","Meerdere adressen omschrijving bericht"
"Multi-address Error to Show in Shopping Cart","Meerdere adressen fout om in winkelwagen te tonen "
"My Orders","Mijn Bestellingen"
"My Orders - Details","Mijn Bestellingen - Details"
"N/A","Niet beschikbaar"
"Name","Naam"
"New","Nieuw"
"New Billing Agreement","Nieuwe Factureringsovereenkomst"
"New Credit Memo","Nieuwe Creditnota"
"New Credit Memo for Guest","Nieuwe Creditnota voor Gast"
"New Invoice","Nieuwe Factuur"
"New Invoice and Shipment for Order #%s","Nieuwe Factuur en Zending voor Bestelling #%s"
"New Invoice for Guest","Nieuwe factuur voor Gast"
"New Invoice for Order #%s","Nieuwe Factuur voor Bestelling #%s"
"New Order","Nieuwe Bestelling"
"New Order Confirmation Email Sender","Nieuwe Bestelbevestiging E-mail Afzender"
"New Order Confirmation Template","Nieuwe Bestelbevestiging Template"
"New Order Confirmation Template for Guest","Nieuwe Bestelbevestiging Template voor Gast"
"New Order RSS","Nieuwe Bestelling RSS"
"New Order for Guest","Nieuwe Bestelling voor Gast"
"New Shipment","Nieuwe Zending"
"New Shipment for Guest","Nieuwe Zending voor Gast"
"New Shipment for Order #%s","Nieuwe Zending voor Bestelling #%s"
"Newsletter Subscription","Aanmelden Nieuwsbrief"
"No","Nee"
"No Items","Geen Artikelen"
"No Items To Refund","Geen artikelen om terug te betalen"
"No Payment Methods","Geen Betaalmethodes"
"No detail for number ""%s""","Geen detail voor het nummer ""%s"""
"No information available.","Geen informatie beschikbaar."
"No items","Geen artikelen"
"No order(s) were put on hold.","Geen bestelling(en) zijn in de wacht gezet."
"No order(s) were released from holding status.","Geen bestelling(en) werden vrijgegeven uit de wachtstatus."
"No ordered items","Geen bestelde artikelen"
"No shipping information available","Geen verzend informatie beschikbaar"
"No valid transaction found for this payment review.","Geen geldige transactie gevonden voor deze betaling review"
"Nominal Items","Nominale Artikelen"
"Nominal item can be purchased standalone only. To proceed please remove other items from the quote.","Nominaal artikel kan alleen apart worden gekocht. Om verder te gaan verwijdert u andere artikelen uit de quote."
"Nominal order registered.","Nominale Bestelling geregistreerd."
"Not Capture","Niet vangen"
"Not Initialized","Niet ge&iuml;nitialiseerd"
"Not Notified","Niet aangemelde"
"Not enough valid data to save the parent transaction ID.","Niet genoeg geldige gegevens om de parent transactie ID op te slaan."
"Notification Not Applicable","Aanmelding niet van toepassing"
"Notified","Aangemelde"
"Notify Customer","Licht Klant in"
"Notify Customer by Email","Licht Klant in per e-mail"
"Number","Aantal"
"Number of Invoiced Orders","Aantal Gefactureerde Bestellingen"
"Number of Orders","Aantal Bestellingen"
"Number of Refunded Orders","Aantal Terugbetaalde Bestellingen"
"Offline Refunded","Offline Terugbetaalde"
"On Hold","In de wacht"
"Online Refunded","Online Terugbetaalde"
"Order","Bestelling"
"Order #","Bestelling #"
"Order #","Bestelling #"
"Order # %s","Bestelling # %s"
"Order # %s %s | %s","Bestelling # %s %s | %s"
"Order #%s","Bestelling #%s"
"Order #%s - %s","Bestelling #%s -%s"
"Order API","Bestelling API"
"Order Comment","Bestelling Commentaar"
"Order Comment Email Sender","Bestelling Commentaar E-mail Afzender"
"Order Comment Email Template","Bestelling Commentaar E-mail Template"
"Order Comment Email Template for Guest","Bestelling Commentaar E-mail Template voor Gast"
"Order Comments","Bestelling Opmerkingen"
"Order Credit Memos","Bestelling Creditnota's"
"Order Currency:","Bestelling Valuta:"
"Order Date","Bestelling Datum"
"Order Date (%s)","Bestelling Datum (%s)"
"Order Date:","Bestelling Datum:"
"Order Date: %s","Bestelling Datum: %s"
"Order Details","Bestelling Details"
"Order Grand Total","Totaal"
"Order History","Bestelling Geschiedenis"
"Order ID","Bestelling id"
"Order Information","Bestelling Informatie"
"Order Invoices","Bestelling Facturen"
"Order Shipments","Bestelling Zendingen"
"Order Status","Bestelling Status"
"Order Subtotal","Bestelling Subtotaal"
"Order Taxes Report Grouped by Tax Rates","Bestelling BTW Verslagen Gegroepeerd per Belastingtarief"
"Order Total","Totaal"
"Order Totals","Bestelling Totalen"
"Order Update","Bestelling Update"
"Order Update for Guest","Bestelling Update voor Gast"
"Order View","Bestelling View"
"Order does not allow to be canceled.","Bestelling kan niet worden geannuleerd."
"Order invoice","Bestelling factuur"
"Order object is not specified.","Bestelling object is niet gespecificeerd."
"Order saving error: %s","Bestelling opslaan fout: %s"
"Order shipments","Bestelling zendingen"
"Order was placed using %s","Bestelling werd geplaatst met behulp van %s"
"Ordered","Bestelde"
"Orders","Bestellingen"
"Original Price","Originele prijs"
"Original order item that recurring payment profile correspondss to.","Oorspronkelijke bestelling artikel waar terugkerende betaling profiel mee overeen komt."
"PDF Credit Memos","PDF Creditnota's"
"PDF Invoices","PDF Facturen"
"PDF Packingslips","PDF Pakbonnen"
"PDF Print-outs","PDF Print-outs"
"PDF object is not specified.","PDF-object is niet gespecificeerd."
"PDF page object is not specified.","PDF-pagina object wordt niet gespecificeerd."
"PDF total model should extend Mage_Sales_Model_Order_Pdf_Total_Default","PDF totale model moet worden uitgebreid Mage_Sales_Model_Order_Pdf_Total_Default"
"Packingslip #","Pakbonnen #"
"Paid","Betaald"
"Paid Amount","Betaald bedrag"
"Parent Transaction ID","Bovenliggende transactie ID"
"Parent transaction ID must have a transaction ID.","Bovenliggende transactie-ID moet beschikken over een transactie-ID."
"Partial","Gedeeltelijke"
"Payment Failed","Betaling is mislukt"
"Payment Information","Betaling Informatie"
"Payment Method","Betaalwijze"
"Payment Method Name","Naam betaalwijze"
"Payment Method:","Betaalwijze:"
"Payment Review","Betaling Review"
"Payment disallow storing objects.","Betaling verbied het opslaan van objecten."
"Payment transactions disallow storing objects.","Betaling transacties verbieden het opslaan van objecten."
"Payment type","Betaling type"
"Payment update has been made.","Betaling update heeft plaatsgevonden."
"Pending","Bestelling ontvangen"
"Pending Payment","Betaling in afwachting"
"Period","Periode"
"Place Order Using Billing Agreements","Plaats uw bestelling door gebruik te maken van factuurovereenkomsten"
"Placed from IP","Geplaatst vanaf IP"
"Please Select Products to Add","Selecteer producten om toe te voegen"
"Please Select a Customer","Selecteer een klant"
"Please Select a Store","Selecteer een winkel"
"Please define PDF object before using.","Definieer de PDF-object voor gebruik."
"Please enter positive number in this field.","Vul positief getal in dit veld in."
"Please specify a valid grid column alias name that exists in grid table.","Geef een geldige grid kolom alias naam die bestaat in de grid tabel."
"Price","Prijs"
"Print","Afdrukken"
"Print All","Alles afdrukken"
"Print All Invoices","Alle Facturen afdrukken"
"Print All Refunds","Alle Terugbetalingen afdrukken"
"Print All Shipments","Alle Verzendingen afdrukken"
"Print Credit Memos","Creditnota's adrukken"
"Print Invoice","Factuur afdrukken"
"Print Invoices","Facturen afdrukken"
"Print Order","Bestelling afdrukken"
"Print Order # %s","Bestelling #%s afdrukken"
"Print Packingslips","Pakketbonnen afdrukken"
"Print Refund","Terugbetaling afdrukken"
"Print Shipment","Zending afdrukken"
"Processing","Verwerken"
"Product","Product"
"Product Name","Productnaam"
"Products","Producten"
"Products Bestsellers Report","Bestsellers rapportage"
"Products in Comparison List","Producten in vergelijkingsoverzicht"
"Profile #%s","Profiel #%s"
"Profile Information","Profiel Informatie"
"Profile State","Profiel staat"
"Profit","Winst"
"Promotion Coupons Usage Report","Rapportage gebruik van promotie coupons"
"Proper payment object must be set.","Juiste betaling object moet worden vastgesteld."
"Purchased From","Gekocht bij"
"Purchased From (Store)","Gekocht van (winkel)"
"Purchased Item","Gekocht Artikel"
"Purchased On","Gekocht op"
"Qty","Aantal"
"Qty Invoiced","Aantal Gefactureerd"
"Qty Ordered","Aantal Bestelde"
"Qty Shipped","Aantal verzonden"
"Qty To Add","Aantal toe te voegen"
"Qty to Add","Aantal toe te voegen"
"Qty to Invoice","Aantal te factureren"
"Qty to Refund","Aantal terug te betalen"
"Qty to Ship","Aantal te verzenden"
"Quantity Ordered","Bestelde hoeveelheid"
"Rate","Tarief"
"Recent Orders","Recente bestellingen"
"Recently Compared Products","Recent vergeleken producten"
"Recently Viewed","Recent bekeken"
"Recently Viewed Products","Recent bekeken producten"
"Recurring Profile # %s","Terugkerend Profiel #%s"
"Recurring Profile Initial Fee","Terugkerend Profiel Initiële Fee"
"Recurring Profiles","Terugkerende Profielen"
"Recurring Profiles (beta)","Terugkerende Profielen (beta)"
"Reference ID","Referentie ID"
"Reference ID:","Referentie ID:"
"Refresh","Vernieuwen"
"Refund","Teruggave"
"Refund #","Teruggave #"
"Refund #%s","Teruggave #%s"
"Refund Amount","Terug te betalen bedrag"
"Refund Offline","Teruggave Offline"
"Refund Shipping","Teruggave Verzending"
"Refund Shipping (Excl. Tax)","Teruggave Verzending (excl. BTW)"
"Refund Shipping (Incl. Tax)","Teruggave Verzending (incl. BTW)"
"Refund Totals","Teruggave Totalen"
"Refunded","Terugbetaald"
"Refunded amount of %s offline.","Terugbetaalde bedrag van %s offline."
"Refunded amount of %s online.","Terugbetaalde bedrag van %s online."
"Refunds","Teruggaves"
"Registered a Void notification.","Notificatie van een nietig verklaring geregistreerd."
"Registered notification about approved payment.","Notificatie over goedgekeurde betaling geregistreerd."
"Registered notification about authorized amount of %s.","Notificatie over toegestane bedrag van %s geregistreerd."
"Registered notification about captured amount of %s.","Notificatie over gevangen bedrag van %s geregistreerd."
"Registered notification about denied payment.","Notificatie over afgewezen betaling geregistreerd."
"Registered notification about refunded amount of %s.","Notificatie over terugbetaalde bedrag van %s geregistreerd."
"Registered update about approved payment.","Update over goedgekeurde betaling geregistreerd."
"Regular Payment","Regelmatige Betaling"
"Related Orders","Verwante Betalingen"
"Remove","Verwijder"
"Remove Coupon Code","Verwijder Coupon Code"
"Remove tracking number","Verwijder volg-nummer"
"Reorder","Opnieuw bestellen"
"Retrieve invoice info","Ophalen factuur info"
"Retrieve invoice information","Ophalen factuur informatie"
"Retrieve list of invoices by filters","Haal lijst van facturen op door filters"
"Retrieve list of orders by filters","Haal lijst van orders op door filters"
"Retrieve list of shipments by filters","Haal lijst van zendingen op door filters"
"Retrieve order information","Ophalen bestelling informatie"
"Retrieve orders info","Ophalen bestelling info"
"Retrieve shipment info","Ophalen verzending info"
"Retrieve shipment information","Ophalen verzending informatie"
"Return to Stock","Terug naar voorraad"
"Returned","Teruggekeerde"
"Revenue","Inkomsten"
"Row Subtotal","Rij Subtotaal"
"Row Total","Rij Totaal"
"SHIP TO:","Verzenden naar:"
"SKU","SKU"
"SOLD TO:","Verkocht aan:"
"Sales","Verkoop"
"Sales Discount","Verkoop korting"
"Sales Emails","Verkoop e-mails"
"Sales Emails Section","Verkoop e-mails sectie"
"Sales Invoice Print View","Verkoopfactuur Afdruk View"
"Sales Items","Verkoop Items"
"Sales Order Print View","Verkoop Bestelling Afdruk View"
"Sales Section","Verkoop Afdeling"
"Sales Shipment Print View","Verkoop Zending Afdruk View"
"Sales Shipping","Verkoop Zending"
"Sales Tax","Verkoop BTW"
"Sales Total","Verkoop Totaal"
"Same As Billing Address","Zelfde als factuuradres"
"Save and Close Message","Opslaan en bericht sluiten"
"Save in address book","Opslaan in adresboek"
"Schedule","Schema"
"Select from existing customer addresses:","U kunt kiezen uit bestaande klant adressen:"
"Send Credit Memo Comment Email Copy To","Stuur creditnota Reactie E-mail Kopie naar"
"Send Credit Memo Email Copy To","Stuur creditnota E-mail Kopie naar"
"Send Email","E-mail verzenden"
"Send Invoice Comment Email Copy To","Stuur Factuur Reactie E-mail Kopie naar"
"Send Invoice Email Copy To","Stuur Factuur  E-mail Kopie naar"
"Send Order Comment Email Copy To","Stuur Bestelling Reactie E-mail Kopie naar"
"Send Order Email Copy Method","Stuur Bestelling E-mail Kopie methode"
"Send Order Email Copy To","Stuur Bestelling e-mail Kopie naar"
"Send Sales Emails","Stuur Verkoop E-mails"
"Send Shipment Comment Email Copy To","Stuur Zending Reactie E-mail Kopie naar"
"Send Shipment Email Copy To","Stuur Zending E-mail Kopie naar"
"Send Tracking Information","Stuur Volg Informatie"
"Set order for existing transactions not allowed","Stel bestelling voor bestaande transacties niet toegestaan in"
"Ship","Verzend"
"Ship To","Verzend naar"
"Ship to Name","Verzenden naar naam"
"Shipment","Levering"
"Shipment #","Leveringsnummer #"
"Shipment #%1$s | %3$s (%2$s)","Levering #%1$s |%3$s (%2$s)"
"Shipment #%s","Levering #%s"
"Shipment Comment Email Sender","Levering Reactie E-mail Afzender"
"Shipment Comment Email Template","Levering Reactie E-mail Template"
"Shipment Comment Email Template for Guest","Levering Reactie E-mail Template voor Gast"
"Shipment Comments","Levering Reacties"
"Shipment Email Sender","Levering E-mail verzender"
"Shipment Email Template","Levering E-mail Template"
"Shipment Email Template for Guest","Levering E-mail Template voor Gast"
"Shipment Update","Levering Update"
"Shipment Update for Guest","Levering Update voor Gast"
"Shipments","Leveringen"
"Shipped","Verzonden"
"Shipped By","Verzonden door"
"Shipping","Verzenden"
"Shipping & Handling","Verzenden & Behandelen"
